ProgramName,CollegeName,Level,QsWorldRanking
Bachelor of Arts in Communication - Journalism and Media Production,Wichita State University,Undergraduate,
Bachelor of Arts in Communication - Open Emphasis,Wichita State University,Associate,
Minor in Communication,Wichita State University,Undergraduate,
Bachelor of Science in Communication Sciences and Disorders,Wichita State University,Undergraduate,
Minor in Community and Leadership Development,Wichita State University,Undergraduate,
Bachelor of Science in Computer Engineering,Wichita State University,Undergraduate,
Bachelor of Science in Computer Science,Wichita State University,Undergraduate,
Minor in Computer Science,Wichita State University,Undergraduate,
Bachelor of Arts in Creative Writing,Wichita State University,Undergraduate,
Minor in Creative Writing,Wichita State University,Undergraduate,
Bachelor of Science in Criminal Justice,Wichita State University,Undergraduate,
Minor in Criminal Justice,Wichita State University,Undergraduate,
Bachelor of Science in Cybersecurity,Wichita State University,Undergraduate,
Bachelor of Fine Arts in Dance,Wichita State University,Undergraduate,
Minor in Dance,Wichita State University,Undergraduate,
Bachelor of Science in Dental Hygiene,Wichita State University,Undergraduate,
Bachelor of Business Administration in Economics,Wichita State University,Undergraduate,
Bachelor of Arts in Economics,Wichita State University,Undergraduate,
Minor in Economics (Barton School),Wichita State University,Undergraduate,
Minor in Economics (Fairmount College),Wichita State University,Undergraduate,
Bachelor of Arts in Education - Biology (Secondary),Wichita State University,Undergraduate,
Bachelor of Arts in Education - Chemistry (Secondary),Wichita State University,Undergraduate,
Bachelor of Arts in Education - Early Childhood Unified,Wichita State University,Undergraduate,
Bachelor of Arts in Education - Early Childhood Unified / Elementary Education Apprentice - Teacher Apprentice Program,Wichita State University,Undergraduate,
Bachelor of Arts in Education - Earth and Space Science (Secondary),Wichita State University,Undergraduate,
Bachelor of Arts in Education - Elementary Education,Wichita State University,Undergraduate,
Bachelor of Arts in Education - English Language Arts (Middle),Wichita State University,Undergraduate,
Bachelor of Arts in Education - English Language Arts (Secondary),Wichita State University,Undergraduate,
Bachelor of Arts in Education - History / Government (Secondary),Wichita State University,Undergraduate,
Bachelor of Arts in Education - Mathematics (Middle),Wichita State University,Undergraduate,
Bachelor of Arts in Education - Mathematics (Secondary),Wichita State University,Undergraduate,
Bachelor of Arts in Education - Science (Middle),Wichita State University,Undergraduate,
Bachelor of Science in Electrical Engineering,Wichita State University,Undergraduate,
Bachelor of Science in Engineering Technology - Civil Engineering Technology,Wichita State University,Undergraduate,
Bachelor of Science in Engineering Technology - Facilities Management,Wichita State University,Undergraduate,
Bachelor of Science in Engineering Technology - Mechatronics Technology,Wichita State University,Undergraduate,
Bachelor of Arts in English,Wichita State University,Undergraduate,
Minor in English,Wichita State University,Undergraduate,
Bachelor of Business Administration in Entrepreneurship,Wichita State University,Undergraduate,
Minor in Entrepreneurship,Wichita State University,Undergraduate,
Bachelor of Science in Environmental Science,Wichita State University,Undergraduate,
Bachelor of Science in Exercise Science,Wichita State University,Undergraduate,
Minor in Exercise Science,Wichita State University,Undergraduate,
Bachelor of Applied Arts in Filmmaking,Wichita State University,Undergraduate,
Bachelor of Business Administration in Finance,Wichita State University,Undergraduate,
Minor in Finance,Wichita State University,Undergraduate,
Bachelor of Science in Forensic Science,Wichita State University,Undergraduate,
Minor in French,Wichita State University,Undergraduate,
Bachelor of Applied Arts in Game Design,Wichita State University,Undergraduate,
Bachelor of General Studies,Wichita State University,Undergraduate,
Minor in Geography,Wichita State University,Undergraduate,
Bachelor of Science in Geology,Wichita State University,Undergraduate,
Bachelor of Arts in Geology,Wichita State University,Undergraduate,
Minor in Geology,Wichita State University,Undergraduate,
Minor in German,Wichita State University,Undergraduate,
Bachelor of Fine Arts in Graphic Design,Wichita State University,Undergraduate,
Minor in Graphic Design,Wichita State University,Undergraduate,
Bachelor of Science in Health Management,Wichita State University,Undergraduate,
Minor in Health Management,Wichita State University,Undergraduate,
Bachelor of Science in Health Science,Wichita State University,Undergraduate,
Minor in Health Science,Wichita State University,Undergraduate,
Bachelor of Arts in History,Wichita State University,Undergraduate,
Minor in History,Wichita State University,Undergraduate,
Bachelor of Science in Homeland Security,Wichita State University,Undergraduate,
Minor in Homeland Security,Wichita State University,Undergraduate,
Honors Baccalaureate,Wichita State University,Undergraduate,
"Minor in Honors, University",Wichita State University,Undergraduate,
Bachelor of Business Administration in Hospitality,Wichita State University,Undergraduate,
Minor in Hospitality,Wichita State University,Undergraduate,
Bachelor of Business Administration in Human Resource Management,Wichita State University,Undergraduate,
Minor in Human Resource Management,Wichita State University,Undergraduate,
Bachelor of Science in Industrial Engineering,Wichita State University,Undergraduate,
Bachelor of Science in Information Technology,Wichita State University,Undergraduate,
Bachelor of Business Administration in International Business,Wichita State University,Undergraduate,
Minor in International Business,Wichita State University,Undergraduate,
Field Major in International Studies,Wichita State University,Undergraduate,
Minor in Japanese,Wichita State University,Undergraduate,
Minor in Latin,Wichita State University,Undergraduate,
Minor in Leadership,Wichita State University,Undergraduate,
Bachelor of Business Administration in Management,Wichita State University,Undergraduate,
Minor in Management,Wichita State University,Undergraduate,
Bachelor of Science in Manufacturing Engineering,Wichita State University,Undergraduate,
Minor in Manufacturing Engineering,Wichita State University,Undergraduate,
Bachelor of Business Administration in Marketing,Wichita State University,Undergraduate,
Minor in Marketing,Wichita State University,Undergraduate,
Bachelor of Business Administration in Marketing - Data-Driven Marketing and Intelligence,Wichita State University,Undergraduate,
Bachelor of Business Administration in Marketing - Digital Marketing,Wichita State University,Undergraduate,
Bachelor of Science in Mathematics,Wichita State University,Undergraduate,
Bachelor of Arts in Mathematics,Wichita State University,Undergraduate,
Minor in Mathematics,Wichita State University,Undergraduate,
Bachelor of Science in Mathematics - Computing,Wichita State University,Undergraduate,
Bachelor of Science in Mathematics - Statistics,Wichita State University,Undergraduate,
Bachelor of Science in Mechanical Engineering,Wichita State University,Undergraduate,
Bachelor of Science in Medical Laboratory Science,Wichita State University,Undergraduate,
Minor in Military Science,Wichita State University,Undergraduate,
Bachelor of Arts in Modern and Classical Languages - French,Wichita State University,Associate,
Bachelor of Arts in Modern and Classical Languages - German,Wichita State University,Associate,
Bachelor of Arts in Modern and Classical Languages - Latin,Wichita State University,Associate,
Bachelor of Arts in Modern and Classical Languages - Spanish,Wichita State University,Associate,
Bachelor of Music in Music - Instrumental Performance,Wichita State University,Undergraduate,
Bachelor of Music in Music - Jazz Studies,Wichita State University,Undergraduate,
Bachelor of Music in Music - Keyboard Performance,Wichita State University,Undergraduate,
Bachelor of Music in Music - Special,Wichita State University,Undergraduate,
Bachelor of Music in Music - Vocal Performance,Wichita State University,Undergraduate,
Bachelor of Arts in Music,Wichita State University,Undergraduate,
Minor in Music,Wichita State University,Undergraduate,
Bachelor of Music Education in Music Education - Instrumental,Wichita State University,Undergraduate,
Bachelor of Music Education in Music Education - Vocal,Wichita State University,Undergraduate,
Bachelor of Fine Arts in Musical Theatre,Wichita State University,Undergraduate,
Bachelor of Science in Nursing,Wichita State University,Undergraduate,
Bachelor of Arts in Philosophy,Wichita State University,Undergraduate,
Minor in Philosophy,Wichita State University,Undergraduate,
Bachelor of Fine Arts in Photography Media,Wichita State University,Undergraduate,
Minor in Photography,Wichita State University,Undergraduate,
Bachelor of Science in Physics,Wichita State University,Undergraduate,
Bachelor of Arts in Physics,Wichita State University,Undergraduate,
Minor in Physics,Wichita State University,Undergraduate,
Bachelor of Arts in Political Science,Wichita State University,Undergraduate,
Minor in Political Science,Wichita State University,Undergraduate,
Bachelor of Fine Arts in Print Media,Wichita State University,Undergraduate,
Minor in Printmaking,Wichita State University,Undergraduate,
